0.349029,0.358973
0.815619,0.824148
0.997425,0.816270
0.578203,0.777226
0.600114,0.524649
0.270709,0.420388
0.446463,0.604083
0.523198,0.468526
0.972175,0.600948
0.647310,0.670043
0.865911,0.021132
0.070757,0.039084
0.452294,0.567878
0.459261,0.544120
0.240975,0.923970
0.106978,0.844320
0.683811,0.531671
0.471519,0.740419
0.886752,0.560779
0.532589,0.600840
0.056952,0.160916
0.344428,0.111241
0.354661,0.488619
0.588171,0.043450
0.641443,0.479572
0.759504,0.612140
0.777858,0.492740
0.536890,0.694081
0.796781,0.655204
0.150457,0.774539
0.462097,0.478079
0.674816,0.028981
0.695037,0.831376
0.724775,0.010203
0.959677,0.346586
0.512471,0.018162
0.508212,0.200335
0.310765,0.888655
0.691880,0.404632
0.153130,0.382502
0.977935,0.417680
0.407054,0.761862
0.146752,0.423953
0.470553,0.152659
0.078666,0.793016
0.294056,0.638278
0.793052,0.800646
0.293790,0.191252
0.987139,0.187906
0.537634,0.003018
0.615768,0.339864
0.584459,0.019971
0.071053,0.814441
0.075929,0.520985
0.050966,0.591859
0.165592,0.321712
0.289977,0.295993
0.493539,0.161907
0.852928,0.011594
0.065616,0.975112
0.080536,0.221202
0.076362,0.937985
0.325187,0.098238
0.012833,0.564278
0.710224,0.851934
0.519257,0.018480
0.130493,0.299984
0.630853,0.819370
0.204442,0.405642
0.483352,0.814102
0.632649,0.708286
0.457758,0.222765
0.198699,0.024004
0.096409,0.786808
0.560616,0.923015
0.528806,0.697397
0.169960,0.126237
0.495913,0.775182
0.535036,0.250664
0.541393,0.569745
0.248767,0.761389
0.923883,0.504639
0.201119,0.024205
0.049537,0.053281
0.237247,0.853730
0.112834,0.789232
0.020476,0.428167
0.169007,0.085613
0.456328,0.505657
0.181294,0.671059
0.450435,0.925227
0.679558,0.155637
0.098341,0.711925
0.471543,0.485502
0.227685,0.874087
0.188749,0.822807
0.917584,0.677281
0.772461,0.845608
0.950907,0.146497
0.018293,0.637041
0.794518,0.911282
0.010849,0.822957
0.415295,0.377325
0.784447,0.419302
0.862192,0.978838
0.025262,0.635316
0.525879,0.089020
0.499571,0.578372
0.181698,0.468565
0.783579,0.349837
0.732343,0.237929
0.454039,0.528945
0.669921,0.998365
0.907939,0.629817
0.679676,0.578573
0.382996,0.383418
0.856280,0.143308
0.697767,0.381360
0.900129,0.780391
0.161980,0.481665
0.139692,0.373714
0.574513,0.055934
0.412336,0.235587
0.583781,0.917435
0.372592,0.424562
0.636189,0.801445
0.390587,0.906417
0.696111,0.782895
0.584881,0.500995
0.660302,0.680879
0.040343,0.566829
0.747954,0.257320
0.842071,0.428311
0.121369,0.754906
0.018538,0.429597
0.481365,0.477673
0.195304,0.326910
0.059581,0.136549
0.879945,0.077832
0.640037,0.130851
0.291304,0.249519
0.987634,0.932836
0.887240,0.477973
0.701212,0.365478
0.333893,0.727224
0.259016,0.295485
0.101952,0.761844
0.816561,0.888696
0.265462,0.092736
0.347618,0.333841
0.912548,0.254306
0.411025,0.850993
0.105923,0.176977
0.596805,0.781446
0.900743,0.025404
0.178952,0.866250
0.296698,0.950674
0.560720,0.212137
0.333337,0.313663
0.962686,0.841031
0.444535,0.122215
0.774291,0.097344
0.073942,0.828197
0.927419,0.259660
0.417958,0.312500
0.437664,0.713679
0.492642,0.961755
0.815262,0.487756
0.039264,0.278138
0.166370,0.071680
0.168935,0.103962
0.049408,0.166509
0.900901,0.054727
0.643270,0.212344
0.733644,0.682091
0.639400,0.098271
0.467634,0.091185
0.218011,0.804008
0.826407,0.375013
0.552237,0.711709
0.600091,0.442606
0.410211,0.744568
0.083489,0.274082
0.051822,0.488198
0.793436,0.911337
0.193733,0.870662
0.122075,0.917131
0.394199,0.504838
0.230513,0.919455
0.823481,0.438209
0.326147,0.346618
0.340242,0.496519
0.945692,0.199761
0.909102,0.452005
0.813210,0.479608
0.897626,0.893503
0.688139,0.757715
0.648028,0.117547
0.329868,0.224962
0.359097,0.394033
0.618718,0.945609
0.811333,0.693336
0.446843,0.630190
0.117132,0.154003
0.247771,0.485112
0.469710,0.090959
0.878923,0.194955
0.600874,0.921080
0.308071,0.390602
0.365676,0.593897
0.924407,0.523924
0.927666,0.420531
0.313616,0.736603
0.518781,0.049295
0.619489,0.367171
0.935838,0.178548
0.593791,0.440479
0.068269,0.033592
0.972554,0.556981
0.708518,0.405521
0.156598,0.588404
0.985965,0.094004
0.883774,0.075643
0.097840,0.820352
0.275385,0.956169
0.051896,0.789528
0.083947,0.036372
0.735256,0.991908
0.434993,0.546049
0.947755,0.069198
0.072288,0.298228
0.746553,0.765171
0.974062,0.401623
0.440120,0.183111
0.371196,0.726759
0.062329,0.940355
0.131776,0.073804
0.769088,0.027900
0.417847,0.583690
0.865773,0.627933
0.276190,0.303731
0.905601,0.057611
0.297435,0.773787
0.751401,0.355896
0.744479,0.676501
0.083431,0.518473
0.444195,0.998737
0.567995,0.762665
0.692006,0.101992
0.096843,0.037474
0.532076,0.101224
0.161873,0.777662
0.736894,0.424998
0.595478,0.625772
0.219654,0.641734
0.629449,0.196477
0.255382,0.414143
0.088176,0.747571
0.405868,0.629313
0.237705,0.112640
0.941990,0.922222
0.479384,0.910163
0.649288,0.635311
0.539536,0.654081
0.525268,0.945191
0.130998,0.765098
0.466540,0.569485
0.083099,0.588855
0.208878,0.483252
0.713289,0.556442
0.957734,0.022360
0.197736,0.681266
0.046318,0.693051
0.108856,0.536406
0.117345,0.770723
0.175294,0.805885
0.363842,0.588879
0.315554,0.080596
0.881177,0.535839
0.232053,0.465959
0.266756,0.149657
0.846058,0.743761
0.162483,0.700374
0.246704,0.879609
0.490115,0.335128
0.718912,0.128389
0.163940,0.789214
0.918844,0.115960
0.378789,0.124305
0.071163,0.538967
0.667180,0.003846
0.819060,0.999146
0.341549,0.986342
0.902540,0.348840
0.938204,0.138248
0.246636,0.815886
0.594570,0.461188
0.801595,0.610716
0.173079,0.904764
0.259619,0.375189
0.649041,0.135396
0.009265,0.526803
0.764591,0.307360
0.254531,0.469946
0.694360,0.798941
0.125357,0.445455
0.567466,0.372176
0.919326,0.294269
0.959971,0.013131
0.777774,0.008829
0.771208,0.402099
0.331598,0.396123
0.815182,0.155783
0.372547,0.440311
0.572031,0.359415
0.650598,0.904990
0.710016,0.543228
0.365739,0.107267
0.097332,0.759275
0.368999,0.010115
0.615243,0.515852
0.207254,0.070148
0.433459,0.849419
0.702012,0.366911
0.875374,0.617153
0.414575,0.839482
0.688123,0.092201
0.771751,0.160883
0.651072,0.766947
0.552782,0.007951
0.993977,0.393392
0.641076,0.938700
0.064945,0.095992
0.319868,0.063895
0.769123,0.166044
0.779701,0.858423
0.740098,0.530952
0.308263,0.238484
0.124787,0.763638
0.997770,0.390946
0.927636,0.371903
0.296429,0.677623
0.880847,0.207079
0.956890,0.330960
0.043939,0.394809
0.035002,0.550574
0.799500,0.037692
0.111867,0.669468
0.577855,0.534425
0.551098,0.726203
0.338803,0.938672
0.823421,0.200030
0.352049,0.609714
0.912556,0.245679
0.580510,0.642267
